X	Y	Z
0.01	0.01	1.1162611627654389
0.03	0.01	1.1046514556844491
0.05	0.01	1.0930407508237703
0.06999999999999999	0.01	1.0814290480907216
0.09	0.01	1.0698163473926139
0.11	0.01	1.0582026486367466
0.13	0.01	1.0465879517304073
0.15000000000000002	0.01	1.0349722565808783
0.17	0.01	1.023355563095428
0.19	0.01	1.0117378711813136
0.21000000000000002	0.01	1.0001191807457854
0.23	0.01	0.9884994916960814
0.25	0.01	0.9768788039394273
0.27	0.01	0.9652571173830433
0.29000000000000004	0.01	0.9536344319341381
0.31	0.01	0.9420107474999053
0.33	0.01	0.9303860639875341
0.35000000000000003	0.01	0.9187603813042007
0.37	0.01	0.9071336993570749
0.39	0.01	0.8955060180533118
0.41000000000000003	0.01	0.8838773373000541
0.43	0.01	0.8722476570044365
0.45	0.01	0.8606169770735939
0.47000000000000003	0.01	0.8489852974146319
0.49	0.01	0.8373526179346623
0.51	0.01	0.8257189385407748
0.53	0.01	0.8140842591400528
0.55	0.01	0.8024485796395756
0.5700000000000001	0.01	0.7908118999464099
0.59	0.01	0.779174219967599
0.61	0.01	0.7675355396101929
0.63	0.01	0.7558958587812235
0.65	0.01	0.7442551773877188
0.67	0.01	0.732613495336683
0.6900000000000001	0.01	0.7209708125351364
0.7100000000000001	0.01	0.7093271288900327
0.73	0.01	0.6976824443083882
0.75	0.01	0.686036758697172
0.77	0.01	0.6743900719633228
0.79	0.01	0.6627423840138317
0.81	0.01	0.6510936947555883
0.8300000000000001	0.01	0.6394440040955607
0.85	0.01	0.6277933119406558
0.87	0.01	0.6161416181977738
0.89	0.01	0.6044889227738447
0.91	0.01	0.5928352255757391
0.93	0.01	0.5811805265103124
0.9500000000000001	0.01	0.5695248254844604
0.97	0.01	0.557868122405076
0.99	0.01	0.5462104171789689
0.01	0.11	11.856168333579335
0.03	0.11	11.737836658305078
0.05	0.11	11.619392849538
0.06999999999999999	0.11	11.500836793433988
0.09	0.11	11.382168376012087
0.11	0.11	11.263387483154318
0.13	0.11	11.144494000605434
0.15000000000000002	0.11	11.025487813972777
0.17	0.11	10.906368808726043
0.19	0.11	10.787136870197092
0.21000000000000002	0.11	10.667791883579723
0.23	0.11	10.548333733929516
0.25	0.11	10.428762306163598
0.27	0.11	10.309077485060453
0.29000000000000004	0.11	10.189279155259701
0.31	0.11	10.069367201261922
0.33	0.11	9.949341507428441
0.35000000000000003	0.11	9.829201957981125
0.37	0.11	9.708948437002164
0.39	0.11	9.588580828433884
0.41000000000000003	0.11	9.46809901607855
0.43	0.11	9.34750288359814
0.45	0.11	9.226792314514134
0.47000000000000003	0.11	9.105967192207354
0.49	0.11	8.985027399917689
0.51	0.11	8.863972820743957
